username,displayname,userId,rawDescription,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location
fl0wer_fl0wer15,⁷𝒜𝓁𝒹𝒾𝒾𝒾 🇦🇷 | STREAM BUTTER,1321883901502119938,˚ ༘✶ ⋆｡˚ ⁀➷ ʙᴛs ᴘᴀᴠᴇᴅ ᴛʜᴇ ᴡᴀʏ | OᥒꙆყ ᗣɾຕყ,False,2020-10-29T18:37:46+00:00,332,390,9072,31725,0,226,🐾
VIPJE0N,peach V🌟,1326186996944003074,ㅤㅤㅤㅤ،   taehyung best boy ♡__♡ !!,False,2020-11-10T15:36:44+00:00,210,269,9971,392,2,1644,"Can you look at me? 'Cause I am blue and grey
거울에 비친 눈물의 의미는
웃음에 감춰진 나의 색깔 blue and grey"
Ikooknoxi,noxi,1391837117127475201,,False,2021-05-10T19:26:50+00:00,31,57,136,74,0,0,only army
spillmagg,mag,1361548169931345920,"no bio, kpop anti",False,2021-02-16T05:29:31+00:00,14,14,180,43,1,12,she/her ⛓
iKNJ94,‎‏ ‏ًliz,1293997521732280322,💭 . . 𝗯𝗮𝗻𝗴𝗍𝖺𝗇 ★?!,False,2020-08-13T19:47:29+00:00,629,551,4853,15322,1,575,៸៸ 𝟵𝟰'𝘴 𝘱𝘳𝘪𝘯𝘤𝘦
iJMBABY,isi JIMIN ACTUALIZO,1392666564592377862,♡ loving 지민 and @BTS_twt 24/7 ♡,False,2021-05-13T02:22:51+00:00,138,174,350,79,0,60,she
jengatomiau,alexis teton,1391815198286172160,⠀ cuenta para el br y para votar,False,2021-05-10T17:59:51+00:00,42,58,498,34,0,42,only army ningdungie & solomon
kiitykoo,✿ wan,1158371512614887425,₍^._.^₎⟆ . . . わたしは ! !,False,2019-08-05T13:37:44+00:00,678,625,9157,3268,10,495,♡//♡ 
s0197jk,?,1392305790309081093,number one fan of jungkook boobs,False,2021-05-12T02:30:22+00:00,52,90,2261,1331,0,315,
K0OPETIT,livi ⁹⁷,1292259954380898304,jungkook y bts mi única prioridad,False,2020-08-09T00:42:53+00:00,699,832,12301,17740,0,1392,"este no es un lugar seguro
 para jungkook antis y
 multis!!!"
diselarity,ִֶָ 뷔¹²⁴,1335988521497137156,                btsakgae❔@Yoon93gii @95scutae,False,2020-12-07T16:44:38+00:00,1329,909,10494,4860,2,604,★ waiting for kth1 & ksj1
YGBUTT3R,Jen de José,1316045529776893953,ᅟ⁤⁤ ᅟ(O__o) ? ... iCan't stop thinking abt SUGA and JOSÉ ‼️🗯,False,2020-10-13T15:58:17+00:00,103,155,2313,394,1,236,HE%HIM     READ CARRD BYF!
kthvluvs,ًmole,1257643890938707968,"hincha de boca el más grande y de bangtan ⠀⠀              ⠀⠀⠀⠀ 
⠀⠀      ☆: @taeIepvthy",False,2020-05-05T12:10:56+00:00,7308,3704,58897,40022,75,5268,@jikoofly
istiIIkoo,dani¡!,1380331946455228417,ㅤㅤㅤㅤ𝘄𝘄𝘄.jklovebot.com! ‹3,False,2021-04-09T01:29:28+00:00,1329,1115,10176,9072,6,790,jungkook mi varón
jeonfIm,Nayeli⁹⁷,1263624845742440453,kpop stan bullying bts on twitter and bts bullying their faves on the charts.,False,2020-05-22T00:17:02+00:00,503,470,21176,14556,4,2346,"Jungkook singer, dancer, lead vocalist, rapper, model, producer, composer, writer, songwriter, photographer, editor, director, painter, athlete, gamer"
bpracistas,`,1385472991342039040,,False,2021-04-23T05:58:09+00:00,47,43,40,9,0,0,
ariaakth,Aria⁷🧈🇦🇷,1030234828116041729,"ᴬᴿᴹᵞ⁷⟭⟬ #BTS_BUTTER
♡ ֑֬֫🍉ִִֺּֽֽׂ֪֤֭ׄؒᬼ ─ׅ─ׅ─ׅ៹۟▩⃟ꦿꦼ🥞ᰰ᳝᳝▩⃟ꦿꦼ៹─ׅ─ׅ─ׅ┼⿻࣪࣪͜᎒🍉 ࿆   ⃟ཷ  🍏",False,2018-08-16T23:28:18+00:00,220,407,8637,10846,1,308,she/her
l020418l,•,1391833655178313731,for bbmas and iheart,False,2021-05-10T19:13:02+00:00,146,213,178,75,0,22,
lu_taekookk_,lucy ♡'s Mili 𐤀,1263423669587435520,"𝒕𝒂𝒆𝒌𝒐𝒐𝒌 𐤀 ⠀   ʚ 𝗃𝗄 𝖾𝗒𝖾𝗌 ʚ      𝙶𝙵: @K00Ki97⚢⠀ ⠀⠀ ⠀⠀ ⠀⠀ ⠀❨ #𝑩𝑻𝑺 𝒊𝒔 𝒕𝒉𝒆 𝒈𝒆𝒏𝒓𝒆 ❩ ⠀ ⠀⠀ ⠀⠀ ⠀
⠀⠀ ⠀⠀ ⠀⠀ ⠀✰@iJM95s  | 𝘖𝘯𝘭𝘺𝘢𝘳𝘮𝘺",False,2020-05-21T10:57:42+00:00,2393,1366,19566,49813,30,2021,BTSP💿P! 🐍
rockerkoo_,ji; me fui,1377617128690479110,dm para pasar @,False,2021-04-01T13:41:57+00:00,1074,5,3990,6211,1,425,
sjinproud,anto,1388342353614811137,,False,2021-05-01T03:59:55+00:00,206,190,3543,3280,0,364,"number 1 on billboard. what do you think?
next a grammy. what do you think?
however you think, i have no fucking interest"
sumanpriya,Suman Priya Mendonca,148682225,,False,2010-05-27T09:58:35+00:00,271,1036,2252,743,3,12,"Bengaluru, India"
MYTIMEP0P,ًcámil,1340160652300742657,"nunca correría por un hombre, pero por jungkook empezaría a trotar",False,2020-12-19T05:03:01+00:00,153,221,5088,5883,0,872,AKGAE BTSP💿P¡!
mygfIow,⁹³,1363656766102331393,͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏. . . jeongie ?!  https://t.co/Jyq7r7bic4  🥟,False,2021-02-22T01:08:14+00:00,258,308,5704,1126,2,1494,
_yeonjunista,lily freeze,1272283802736504833,,False,2020-06-14T21:44:41+00:00,151,177,16359,15262,1,2108,only moa
92ksj,ً🍓,1363979334843723778,still with you y awake christmas ver. entusiasta,False,2021-02-22T22:29:57+00:00,247,516,9773,19346,0,548,nice joke :) 
vlr_luv,Lili ⁷ 🇪🇨,1306285601155579910,𝐎𝐧𝐥𝐲 𝐀𝐫𝐦𝐲 || 𝐎𝐓7 || 𝐁𝐓𝐒 𝐏𝐀𝐕𝐄𝐃 𝐓𝐇𝐄 𝐖𝐀𝐘 || 𐤀,False,2020-09-16T17:36:14+00:00,135,132,2042,714,0,92,"Guayaquil, Ecuador"
t9etes,❀,1330641260986691586,kth shooter,False,2020-11-22T22:36:22+00:00,555,112,3360,10069,1,605,free bts 
Sol73561867,sol🧈,1293588300327006208,,False,2020-08-12T16:41:08+00:00,430,674,2469,7498,0,39,
R3PUT4T10N,JENNIE COVID,1256344144257208322,borra y borro,False,2020-05-01T22:06:51+00:00,7,8,247,99,0,48,
ggunkceo,valeria,1181651486629072896,͏ ͏͏͏ ͏͏͏͏͏͏ ͏͏͏ ͏͏͏͏͏͏ ͏͏͏ ͏͏͏ ͏͏͏͏͏͏ ͏͏͏ ͏͏͏ ͏ ͏͏͏ ͏͏͏͏͏͏ ͏͏͏͏͏͏ ͏͏͏ ͏͏͏ ͏͏͏ ͏͏͏͏͏͏ ͏͏͏ ͏͏͏͏͏͏ ͏͏͏͏͏͏ ͏͏͏# ͏͏͏bts : korea’s pride ͏͏͏!! ͏͏͏͏͏͏ ͏͏͏ ͏ ͏͏͏,False,2019-10-08T19:24:15+00:00,3203,1125,46379,35037,32,2718,
anemonastre,goblin🍸,1386738498003218434,,False,2021-04-26T17:47:11+00:00,17,17,512,12,0,49,antikpop bfy
bymerakistudios,MERAKI⁷ 𝖕𝖚𝖑𝖊𝖓𝖙𝖔,1388641713011494918,"—only 𝗯.  🇨🇱  ★̶̲   𖥻   𝟩  ִ ۫  ּ   ﹗ 𝟮𝟬𝟭𝟯'𝗌   방  𓄼
               yoongi chileno y q tanta weá.

ִֶ",False,2021-05-01T23:49:31+00:00,124,301,1252,2617,0,59, 𓄼  she/he i don't give fuck.
liexwings,noni©,1345543240754360321,🎞 BTS PAVED THE WAY,False,2021-01-03T01:32:06+00:00,15,56,589,399,0,13,
7BUTTERFLY_22,kler⁷ wings ♡ 🧈 🦋,1327671598128697346,"JIMIN BEST DANCER & VOCAL















           
               si eres de especies híbridas con otros fandoms no me sigas y si eres 🧁 tampoco",False,2020-11-14T17:56:02+00:00,216,285,30962,33482,1,713,
chocopila,cocoa⁷,1391802775131107328,,False,2021-05-10T17:10:38+00:00,51,167,675,1323,0,14,
bloodfstvl,.,1380628301123837956,,False,2021-04-09T21:07:01+00:00,4,3,124,6,1,16,
yoOn_cats,hanni o_O,1285059092210421761,#YOONGI: jimin te dedico mi persona favorita,False,2020-07-20T03:52:08+00:00,596,612,33248,8540,7,5185,read carrd byf
V4NTEKSS,"||𝙔𝙢𝙞𝙣⁷,",1291529973774323713,;;ᴏɴʟʏ ᴀʀᴍʏ☁    |    fan account,False,2020-08-07T00:22:10+00:00,3240,1353,48868,99377,12,1059,
teteIuvie,♥︎𝄞¹¹⁸,1247619186215596032,. . . 🍡🍲🥛,False,2020-04-07T20:16:20+00:00,758,440,13239,7292,6,3291,free bts
BigHit_Ent2,Michs⁷,1206320533903724545,"#방탄소년단:W𝖾 𝖺𝗋𝖾 𝖿𝗈𝗋𝖾v𝖾𝗋 𝖻𝗎𝗅𝗅𝖾𝗍𝗉𝗋𝗈𝗈𝖿!✦
#NewKidd:Yoᥙ stoᥣᥱ mყ hᥱᥲrt thᥱ dᥲყ I mᥱt ყoᥙ.   //Fan Accound",False,2019-12-15T21:11:29+00:00,843,1532,20144,22324,3,487,"""Hope World"" ☁️💚"
pieceofeviI,🗯️,1331147012281131008,,False,2020-11-24T08:06:02+00:00,373,270,29257,22877,4,6241,#FREEBTS #BTSGOSOLO
mygchart,ؘؘ,1324474820705341443,People by Agust D,False,2020-11-05T22:13:07+00:00,76,74,2761,1236,0,626,D-2
jimifrutas,ׅ,1373137914926931970,i 💟 bts,False,2021-03-20T05:02:54+00:00,141,112,2011,3922,0,345,only army
jeonIyrs,َ,1391831716059299842,protector of ( my ) km at all costs ! @suqarj @zeroocloc,False,2021-05-10T19:05:27+00:00,156,163,2628,1123,0,719,  bts akgae
iIygoogie,ً,995404847531913217,,False,2018-05-12T20:46:24+00:00,229,130,5823,5838,1,1002,only bts
decaIcmia,1300 days w koo ♡,1289382048193548289,🖤💤 https://t.co/h2s7vBXbjy,False,2020-08-01T02:06:58+00:00,660,575,10430,4616,3,1857,
ko_ogkk,ً,1297641459370405889,"defending taehyung on the internet is not enough, I need a gun",False,2020-08-23T21:07:08+00:00,126,85,4883,6404,2,1254,
YUMV97,borra y borro,1383883346804056065,qe miras manteca,False,2021-04-18T20:41:36+00:00,11,12,350,48,0,0,
fuckkpopis,lisa bully,1379253611151130632,anti de skz nct y bp lisa rose,False,2021-04-06T02:04:35+00:00,6,5,23,0,0,0,
jellywakes,kar SLOW,1380660936684490755,borras y borro,False,2021-04-09T23:16:44+00:00,8,7,52,57,0,3,
stgalexa,ivy💤,1349195345616633856,for bts & alexa,False,2021-01-13T03:23:44+00:00,24,21,184,149,0,8,
stay_py_,Stray Kids PY Oficial,1268989446847959045,📌Página oficial paraguaya dedicada a Stray Kids,False,2020-06-05T19:34:27+00:00,267,93,448,633,0,131,
230420ss,lia,1385616948113903616,#アムカ,False,2021-04-23T15:30:10+00:00,13,16,138,35,0,34,troll:p
kthwhee,;✿,1253597012504821760,⠀⠀side,False,2020-04-24T08:10:20+00:00,4,3,316,570,0,171,cuenta random 
fcknonksj,.,1336731102375981062,😟,False,2020-12-09T17:57:05+00:00,37,40,750,67,0,118,
pushly_,rose gemidora,1331339434122498049,,False,2020-11-24T20:50:42+00:00,3,2,37,0,0,3,
jisoougly1,skz bully,1373717966009810945,blackpink disband nct flop,False,2021-03-21T19:27:55+00:00,15,8,82,4,0,2,
deletetweet__,rose lazy👽,1387602117444214784,q onda puta,False,2021-04-29T02:58:31+00:00,29,28,125,10,0,35,
seo_owv,bia,1301237485176000513,"waiting for ksj actor || https://t.co/Rk31PhzJC7 
ㅤ     ㅤㅤㅤㅤㅤㅤㅤ",False,2020-09-02T19:16:16+00:00,216,205,6687,6385,1,986,
cmkj08,🍁,1384900912687185922,"chupenla blinkacagas















































borra y borro no es tan difícil mono sin cerebro",False,2021-04-21T16:04:54+00:00,36,36,232,42,0,11,fuck kpop
jenniebullyO_o,블랙핑크 로제 추한 💭,1353108740438962176,ya pero blackpink disband when,False,2021-01-23T22:34:07+00:00,20,28,90,24,0,4,
49T841,𒀭,1370142512522874887,how's it feel to be home?,False,2021-03-11T22:40:16+00:00,25,35,77,210,1,3,
jimitinyboy,₍ᐢ..ᐢ₎,1304073121557864448,jimin mi cat boy,False,2020-09-10T15:04:08+00:00,77,343,1637,1055,0,341,ella
iGOTH666,★,1339328253652242434,︎ ︎ ︎ ︎ ︎︎ ︎ㅤㅤㅤㅤㅤㅤㅤ— 𝖦𝖮 𝖥#𝖢𝖪 𝖸𝖮𝖴𝖱𝖲𝖤𝖫𝖥!     ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎︎ ︎ ︎︎ ︎ ︎︎ ︎ ︎ ︎ ︎ ︎ ︎ ︎,False,2020-12-16T21:55:27+00:00,93,2,146,323,0,5,
akgaeinnie,a,1377813059499081728,borras y borro,False,2021-04-02T02:40:12+00:00,2,1,109,0,0,2,
q4085929,jennie covid,1387630852843114496,borras y borro,False,2021-04-29T04:52:51+00:00,0,0,1,0,0,0,
obscenelyrics,LT 🤍,1264363479928049678,"⠀
⠀ Forget my past  ₍₎ ..⃗.   ꒰ すべての娼婦。。꒱⠀ 
⠀”♡!꒱ˀˀ ↷ ⋯ 私は彼らに私の手から食べさせます。",False,2020-05-24T01:12:12+00:00,147,297,4621,17010,0,167,"Whitley Bay, England"
yeayeayougotabf,.,1384177517578264578,yall wish,False,2021-04-19T16:10:48+00:00,1,1,19,9,0,0,
bangchanracist_,hyunjin bully,1385358977140027393,ojala hyunjin racist y bangchan misogynist se mueran mañana🤗🤗,False,2021-04-22T22:25:05+00:00,0,0,13,0,0,3,
chanbammark,อินจุนคือคนสวยขาของแม่,937183309905330176,"เขียน ฟิค ใน ReadAwrite
Thida_B,Oh my SungLe,",False,2017-12-03T04:54:47+00:00,132,34,7798,2640,0,130,-
freejoyrv,cler,1386182962748739585,🌨️🍶🍃🌪️ スタイル best joy :~),False,2021-04-25T04:59:33+00:00,1,9,15,10,0,0,anti grupos
iK00CHERRY,🍓,1358616362013388800,◟ロックスター 🎸!!! 。,False,2021-02-08T03:19:24+00:00,13,19,254,91,0,27,
ibluw_sidw,Yareth👾,1204195843718270976,🐾Leer carrd antes de seguir https://t.co/ecKUf3CMM8 // only army,False,2019-12-10T00:29:17+00:00,556,605,11928,185046,6,326,
namfiIm,ly,853772539453218817,yoongi hates kpop ͏͏͏͏ ͏͏,False,2017-04-17T00:50:10+00:00,956,883,17362,30113,2,2692,
ayeoys,.,1352676951601852417,,False,2021-01-22T17:58:20+00:00,13,15,92,9,0,7,
yeeunland,lía,1342680322442457090,"borra tus tweets y borro los míos, candado cuando duermo o cuando estoy inactiva",False,2020-12-26T03:55:32+00:00,42,44,344,119,0,32,she/her
ChizanH,Chizan Han,1339609109562273793,Stray Kids mi Vida,False,2020-12-17T16:31:28+00:00,3,27,97,1314,0,48,
filmitboy,😴,1375497749311987716,,False,2021-03-26T17:20:00+00:00,5,5,119,40,0,28,random
gcfyobi,So 𝄞⁹³,1305271146376462336,jjk and myg solo stan! | main:@ykmybeloved,False,2020-09-13T22:24:44+00:00,212,241,10644,11877,1,1705,br/voting acc
prfctstyls,nat 🪐,1343292876265029633,"si quieres decir algo, dilo y no te quedes calladx solo para quedar ""bien"" con los demás.",False,2020-12-27T20:29:53+00:00,13,25,1017,408,0,32,she|her
ikoosfm,:•),1309738445041012736,⠀⠀            🗯 ... thinking about seokjin,False,2020-09-26T06:16:01+00:00,149,164,8003,15122,0,562,
meeeevoyadios,me cambio de cuenta / was dimikute,1339484980175663105,la dejaré activa hasta que terminen algunas de las votaciones y que cuenten los votos que tenia acá,False,2020-12-17T08:18:06+00:00,134,208,5774,3245,2,1385,she / her 
iamsuniesevn,𝐒𝐮𝐧⁷ 🧈,1287166164855128066,"Ｏｈ, ｈｉ! 
 . . . ꗃ ﹕I N  L ♥︎ V E  F ᜊ R  N A M              ┊ 𝗰𝗰ֶ֪ ﾁ𝕠𝗿 𓈈 𝗕𝗔𝗡𝗚𝗧𝗔𝗡
┊承┊   ᴘᴇᴘɪɴᴏꜱ   ┊",False,2020-07-25T23:21:55+00:00,86,23,1557,22852,1,122,FOR B4NGT♥︎N . . ᜊ N L Y 
miyslutt,Camila¹³🌱,1380317984531566597,⠀⠀⠀⠀⠀ ⠀⠀ ⠀ cry about kim taehyung,False,2021-04-09T00:34:24+00:00,460,797,765,1016,2,58,she/her | only army 
lmit_mt,Alle,1329158467475673088,Only BTS ❀,False,2020-11-18T20:24:22+00:00,1675,2615,15876,53280,0,184,✧ she/her 
2cooI4skuI,sidus,1335794857021870081,"⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀",False,2020-12-07T03:55:03+00:00,111,126,14177,7886,0,204,
swygguk_,ًmore ⁹⁷,1298097580774055936,jeon jungkook is bigger than kpop,False,2020-08-25T03:19:33+00:00,741,895,20133,58183,1,1908,JJK1 
yyoonj1n,ivanna,1134091105069346816,only army⁷ Ariana stan,False,2019-05-30T13:36:04+00:00,70,64,1363,1642,0,61,☆𝑩𝑨𝑵𝑮𝑻𝑨𝑵 
chanheeluvrr,Hehe,1364245243277828096,Mwah mwah,False,2021-02-23T16:06:34+00:00,0,14,88,23,0,7,
kT0Bi0,зоуи,1334348780423032832,hey,False,2020-12-03T04:08:41+00:00,7,8,55,13,0,6,
bpnctflop,‎ؘ,1367332506996002834,elimina tuit y elimino el mio,False,2021-03-04T04:34:19+00:00,2,5,5,0,0,0,
BPdisbandpIs,Liz #jennieputita,1371844525203853312,,False,2021-03-16T15:23:26+00:00,4,1,34,2,0,5,
Ciks66824989,punyajisungdanrenjun,1264977311801044992,"sijeuni NCT:3

cita² jadi pacar renjun dan jodoh jisung💕
sungsook🐹
junsook🦊",False,2020-05-25T17:52:27+00:00,11,143,961,1287,0,162,Indonesia
nnstanx,nini,1350526916483284992,anti heladeras,False,2021-01-16T19:34:50+00:00,54,58,146,197,0,7,死ぬ、もう我慢できない 
NicoleLys18,Nicole,1235708874264662016,,False,2020-03-05T23:29:00+00:00,45,61,7023,11097,0,504,
plagiorose,Memo,1351771405243846656,,False,2021-01-20T06:00:00+00:00,9,9,107,16,0,13,
prodskjn,ؘmeli,1253099501335842816,⠀⠀⠀⠀⠀voting & br acc ⠀⠀     ⠀,False,2020-04-22T23:13:03+00:00,8,33,1891,4142,0,325,
kujotetas,gumi,1373681393121828874,me fui dejé esta cuenta la abandoné la solté etc etc,False,2021-03-21T17:03:11+00:00,66,84,2295,2111,1,301,
Lin_wo_,🥢,1356094188966834181,"Anti de bp, loona, sk, nct, bb, super jubilados இ solo soy una anti que se mete en cualquier bardo| @Lin_woo_ suspendida",False,2021-02-01T04:17:24+00:00,23,23,223,38,0,71,Stan sorn / Stan benito
forleyend,dui ♡'s jk no sale del fnp,1092570324305088512,"⠀⠀⠀⠀𝗵𝗘𝘆!  𝖶𝗘𝖫𝗖꩜𝗠𝖤  ## ♥︎  (＞﹏＜)  𝖱𝖤4𝖣¡?

 ✿...🥡ꕑ BANGiTZYEUN!.",False,2019-02-04T23:47:19+00:00,1983,3456,7551,27980,2,1203,
dontfvckwthem,mich,1370060383315181574,borra tus tweets y yo borro los míos ♡,False,2021-03-11T17:13:52+00:00,56,49,984,413,0,80,free haechan de nct
VanteeaVJ,Taehyung 🤴¹¹⁸,1117623779960807424,|Taehyung and Jennie  | KTH1 is coming and 13 TRACKS 😎🍷|,False,2019-04-15T03:00:48+00:00,225,1343,12596,34893,0,764,Only Taehyung
agustdaez,zuel;,1155145886135148544,#TAEHYUNG: yoongi is my first love 💌,False,2019-07-27T16:00:15+00:00,2597,4819,11221,17563,3,392,Colombia 
ttaekill,ariana',1250003464371003392,🌱,False,2020-04-14T10:10:38+00:00,1981,3828,4696,1670,2,191,
harold72637473,harold donald,1335661545620123653,,False,2020-12-06T19:05:15+00:00,24,87,1040,1430,0,166,they/them
bbibbitiny,結,1370934842519646212,respaldo @bbibbipinki | usaré esta cuenta cuando me restrinjan la otra por andar de xistosita,False,2021-03-14T03:08:42+00:00,7,6,142,88,0,4,
lvelyko,🌷 lu,893294259486556161,⠀⠀⠀                                     only bangtan.,False,2017-08-04T02:15:22+00:00,912,822,29922,45342,2,449,@joelgladness
JinIsAParadise,Jinnifer⁷🧈,1099364140735356929,for bts and drippin,False,2019-02-23T17:43:31+00:00,477,790,31347,26473,3,935,🎸🍭👠
itaedoIIz,hani;🧈🍹,1351735378437402626,⠀⠀⠀⠀⠀⠀⠀⠀⠀!¡ 모모 ★ 태형 ¡! ₍ᐢ.ˬ.⑅ᐢ₎,False,2021-01-20T03:36:57+00:00,548,723,14875,30842,6,1071,
ktscars,ֶֶ,1349887295533572098,only for @bts_twt // main @thprodr,False,2021-01-15T01:13:12+00:00,102,25,1969,1181,1,135,Br
JkhAIrLigthBluE,bububutter,1264322471374790664,💞💞💞,False,2020-05-23T22:29:12+00:00,988,1516,132542,91079,1,2053,
LauraRangelPark,Laura⁷ᵇᵘᵗᵗᵉʳ🇲🇽💜,1230338663969689602,Amo a 7 angeles que llegaron a mí vida💜ONLY ARMY💜NO ME SIGAS SI NO ERES ONLY💜,False,2020-02-20T03:49:42+00:00,106,170,10116,151848,1,744,
eternal_7moon,angy⁷ sh,957441590426968064,ONLY ARMY • fan acc •,False,2018-01-28T02:33:58+00:00,953,285,71229,135239,6,7483,
JK_PATHY,Trix 🧈,3432291304,"OK, AND?",False,2015-08-20T00:56:46+00:00,561,466,57704,86063,4,4754,BTSPOP! 📀
asshgi,★,1209632028121075712,yoonkook hyyh enthusiast #1,False,2019-12-25T00:28:57+00:00,1338,1325,62144,145019,13,7555,she/her
prdsvqa,aran,1365526249733513218,"v, jk & agust d",False,2021-02-27T04:56:58+00:00,26,30,6564,5862,0,815,
frstIovie,َ­,1294397974538342400,"staneo a bts, sabrina y ariana || ibf: @kookbombs_",False,2020-08-14T22:18:31+00:00,1307,680,9054,23748,5,392,ᡕᠵ᠊ᡃ່࡚ࠢ࠘ ⸝່ࠡࠣ᠊߯᠆ࠣ࠘ᡁࠣ࠘᠊᠊ࠢ࠘𐡏  ... YOON 💭 ユンユニーネコゴールドシルバーベストナホス ユンギテヒョンネコユンキムマイユニバース
JMISATAN,angel,1001652185061560320,sobreviviendo en Perú escuchando la música de bts y ariana,False,2018-05-30T02:31:05+00:00,2257,686,68989,83134,24,10898,ariana run pop
BABEG00GlE,📚,1328100099587776512,╰► Jeon Jungkook Love 🚍,False,2020-11-15T22:18:42+00:00,256,317,4749,0,0,448,ꗃ 넌 내게 이 세계의 전부 같아 더 세게 아프게 날 
bpdisbandd,jennie covid jennie virus,1336725614859083779,i hate kpop thank god bts has his own genre,False,2020-12-09T17:33:24+00:00,39,12,74,15,0,1,anti kpop
polIitojmi,JIMIN,1313527719741841410,not a safe place for non pjms,False,2020-10-06T17:13:43+00:00,237,247,15940,12170,2,2512,she 
ositoov,ᕬ ᕬ,1322819457211895809,solo bts,False,2020-11-01T08:35:22+00:00,100,116,9847,6751,0,1551,s her kths 
txt3ily,¹¹⁸,841056755320795136,"Defending BTS on internet is not enough, i need a gun",False,2017-03-12T22:42:11+00:00,115,179,2614,18711,0,152,
yeah_sg,⁶₁₃Yeah⁷ 🇦🇷 | ☀️🍊| 🧈,1330744192679731201,"✧･ﾟ: *✧I'll be the ligth that guide you✧･ﾟ: *✧

 ❄️

 ↳ ♡₊˚. 𝑨𝒎𝒂 𝒕𝒖 𝒅𝒆𝒔𝒕𝒊𝒏𝒐

💎

Only Army

🐺

YoonGi es más argentino que el mate 🇦🇷🧉",False,2020-11-23T05:25:36+00:00,87,181,4148,14313,1,664,
JeonspiIIed,🧈,1266268096131547137,"#방탄소년단: I'm Slim Shady, yes, I'm the real Shady, all you other Slim Shadys are just imitating.",False,2020-05-29T07:20:25+00:00,8375,900,19551,86251,10,2135,
tetechikito,Mar🧸 🧈,1261128780241764354,No bio just @BTS_twt,False,2020-05-15T02:58:36+00:00,987,775,12601,28860,1,2393,BTSPOP !¡
HopeHobiAnswer,❤︎~𝚃𝚊𝚎𝚝𝚊𝚎~❤︎,1344539522445561857,ONLY ARMY,False,2020-12-31T07:03:18+00:00,7,5,684,1277,0,82,
sugacfy,agos ʚɞ,1321861993578594305,"⠀⠀⠀⠀⠀⠀⠀(zZz)... 💨 mY everyThing?!% SAIKI !!  ᵔᴗᵔ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀
⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀𖥻‎@pjmvel",False,2020-10-29T17:10:44+00:00,288,277,10662,10821,2,579,#🗯️ % THINKING ABT YooBI ??¿ 
iuqueena,joomie,1370067858751856648,,False,2021-03-11T17:43:39+00:00,5,2,37,4,0,0,
myoiji,clare,1336772620956667905,"defending namjoon on the internet is not enough, i need a gun.",False,2020-12-09T20:40:11+00:00,11,31,80,35,0,3,only bts | br acc
jeonygIoss,Ela,3604262841,"yoongi ended kpop industry
  
       

                                                                      for BTS | Doja",False,2015-09-10T01:52:02+00:00,129,130,4050,13158,1,975,
IM_THINKING7,AVRIL 🧈,1349550217213972481,"Yes bestie, BTS PAVED THE WAY... 🏃‍♀️
 ✨Btspoper here ✨",False,2021-01-14T02:53:54+00:00,41,60,1823,389,0,210,
koofiish,KOI SE VA LEER FIJADO,1368922789755957249,kookjin best unit ㅤ ㅤ ͏͏͏,False,2021-03-08T13:53:35+00:00,1256,1392,9914,4794,1,639,they/he
mefuiibye,Jk,1357176261412536325,main @wvjungk,False,2021-02-04T03:57:24+00:00,234,185,1824,9784,1,506,ella
jiminbehavior,.,1340054347321929734,"acc for naver articles, searches voting and brand  reputation",False,2020-12-18T22:01:04+00:00,311,254,7353,5523,0,799,bts ariana maggie
jhskwild,@jeonblside,1132740469216219138,@jeonblside,False,2019-05-26T20:09:07+00:00,1041,887,14361,52037,5,1314,she
prdcjjk,⁹⁷,1333556449377738757,https://t.co/8Uxl3r68Du♥︎,False,2020-11-30T23:41:31+00:00,184,164,9236,2551,0,1141,𝄞
SPTKKSS,allison,1274587730396286976,,False,2020-06-21T06:19:40+00:00,1289,930,20477,74252,6,2779,she / her
jeonbtter,⁹⁷,1107792499832180736,https://t.co/ZJlu0dgZyA♥︎0♥︎,False,2019-03-18T23:54:48+00:00,1091,151,7836,7004,5,254,𝗌𝗁𝖾𝟣𝟪  | 𝗈𝗇𝗅𝗒 𝖻𝗍𝗌
lKOOWEB,key,1166011969205407745,who needs therapy? when u have hyyh vmin !!,False,2019-08-26T15:38:24+00:00,752,710,17498,48655,4,1334,READ CARRD BYF! 
dimiestay,¹³,1348839334334627844,solo para votar,False,2021-01-12T03:48:58+00:00,254,443,12213,8591,1,1010,
jjkchartbulIy,bts month 🤍,1329784883644919810,if angels not real then why jungkook,False,2020-11-20T13:53:44+00:00,169,223,2425,7578,0,339,she/her 
